Filename,Label,Text Source,Text Type
000000012978.png,1,metadata/texts\Quran.txt,full
000000574582.png,2,metadata/texts\Quran.txt,sentence
000000192719.png,2,metadata/texts\HA.txt,paragraph
000000492869.png,1,metadata/texts\AOTS.txt,full
000000466074.png,0,-,-
000000398593.png,0,-,-
000000453992.png,0,-,-
000000496024.png,2,metadata/texts\AOTS.txt,sentence
000000116038.png,0,-,-
000000350729.png,1,metadata/texts\Dune.txt,paragraph
000000428270.png,0,-,-
000000449597.png,0,-,-
000000036097.png,0,-,-
000000209464.png,0,-,-
000000032950.png,2,metadata/texts\Job.txt,full
000000204949.png,1,metadata/texts\AOTS.txt,sentence
000000303118.png,2,metadata/texts\Dune.txt,paragraph
000000240647.png,2,metadata/texts\HA.txt,full
000000157092.png,1,metadata/texts\Job.txt,sentence
000000185333.png,2,metadata/texts\Quran.txt,paragraph
000000400323.png,1,metadata/texts\AOTS.txt,full
000000295664.png,1,metadata/texts\HA.txt,sentence
000000153943.png,0,-,-
000000048755.png,1,metadata/texts\HA.txt,paragraph
000000514645.png,0,-,-
000000088535.png,0,-,-
000000016945.png,1,metadata/texts\AOTS.txt,full
000000190116.png,1,metadata/texts\Quran.txt,sentence
000000500889.png,0,-,-
000000294606.png,0,-,-
000000513753.png,1,metadata/texts\Dune.txt,paragraph
000000195171.png,0,-,-
000000549408.png,2,metadata/texts\Job.txt,full
000000334443.png,2,metadata/texts\Dune.txt,sentence
000000222606.png,2,metadata/texts\AOTS.txt,paragraph
000000567860.png,2,metadata/texts\Quran.txt,full
000000013782.png,1,metadata/texts\AOTS.txt,sentence
000000075316.png,2,metadata/texts\Dune.txt,paragraph
000000215101.png,2,metadata/texts\Dune.txt,full
000000424614.png,1,metadata/texts\Quran.txt,sentence
000000070439.png,2,metadata/texts\HA.txt,paragraph
000000271045.png,0,-,-
000000307195.png,2,metadata/texts\Quran.txt,full
000000498005.png,0,-,-
000000381666.png,0,-,-
000000343522.png,0,-,-
000000450387.png,2,metadata/texts\HA.txt,sentence
000000095722.png,2,metadata/texts\Quran.txt,paragraph
000000290877.png,0,-,-
000000223767.png,1,metadata/texts\HA.txt,full
000000519634.png,1,metadata/texts\HA.txt,sentence
000000130042.png,1,metadata/texts\Job.txt,paragraph
000000107984.png,0,-,-
000000442766.png,2,metadata/texts\HA.txt,full
000000004753.png,1,metadata/texts\AOTS.txt,sentence
000000005401.png,1,metadata/texts\Quran.txt,paragraph
000000191410.png,0,-,-
000000138686.png,2,metadata/texts\HA.txt,full
000000422908.png,0,-,-
000000340150.png,2,metadata/texts\Dune.txt,sentence
000000450235.png,0,-,-
000000437805.png,2,metadata/texts\HA.txt,paragraph
000000079571.png,1,metadata/texts\Dune.txt,full
000000249343.png,0,-,-
000000576217.png,0,-,-
000000243004.png,1,metadata/texts\Job.txt,sentence
000000112762.png,2,metadata/texts\Dune.txt,paragraph
000000311778.png,1,metadata/texts\Dune.txt,full
000000210178.png,1,metadata/texts\AOTS.txt,sentence
000000527331.png,2,metadata/texts\Job.txt,paragraph
000000348778.png,0,-,-
000000289056.png,0,-,-
000000306675.png,0,-,-
000000016413.png,0,-,-
000000501041.png,1,metadata/texts\Dune.txt,full
000000211596.png,0,-,-
000000503048.png,1,metadata/texts\Quran.txt,sentence
000000315429.png,0,-,-
000000265218.png,2,metadata/texts\Dune.txt,paragraph
000000463463.png,2,metadata/texts\Job.txt,full
000000526569.png,0,-,-
000000236045.png,1,metadata/texts\Quran.txt,sentence
000000037664.png,0,-,-
000000083028.png,0,-,-
000000198924.png,1,metadata/texts\Dune.txt,paragraph
000000054317.png,2,metadata/texts\Job.txt,full
000000483367.png,0,-,-
000000339685.png,0,-,-
000000458306.png,2,metadata/texts\AOTS.txt,sentence
000000571294.png,1,metadata/texts\AOTS.txt,paragraph
000000377039.png,2,metadata/texts\Dune.txt,full
000000128065.png,2,metadata/texts\AOTS.txt,sentence
000000405750.png,1,metadata/texts\Dune.txt,paragraph
000000200599.png,0,-,-
000000026870.png,1,metadata/texts\HA.txt,full
000000488938.png,1,metadata/texts\AOTS.txt,sentence
000000077157.png,1,metadata/texts\Dune.txt,paragraph
000000401377.png,1,metadata/texts\HA.txt,full
000000139131.png,0,-,-
000000058147.png,1,metadata/texts\Dune.txt,sentence
000000471267.png,2,metadata/texts\Dune.txt,paragraph
000000439216.png,0,-,-
000000174080.png,2,metadata/texts\AOTS.txt,full
000000570431.png,1,metadata/texts\Quran.txt,sentence
000000132006.png,0,-,-
000000040448.png,1,metadata/texts\Dune.txt,paragraph
000000182655.png,1,metadata/texts\Job.txt,full
000000122278.png,0,-,-
000000361545.png,0,-,-
000000017211.png,1,metadata/texts\HA.txt,sentence
000000219766.png,1,metadata/texts\Dune.txt,paragraph
000000166772.png,1,metadata/texts\AOTS.txt,full
000000002884.png,1,metadata/texts\Quran.txt,sentence
000000255862.png,1,metadata/texts\Dune.txt,paragraph
000000269649.png,0,-,-
000000343663.png,0,-,-
000000453073.png,2,metadata/texts\Job.txt,full
000000137084.png,0,-,-
000000144155.png,2,metadata/texts\Job.txt,sentence
000000012802.png,2,metadata/texts\AOTS.txt,paragraph
000000297413.png,1,metadata/texts\Job.txt,full
000000341381.png,2,metadata/texts\Job.txt,sentence
000000531760.png,1,metadata/texts\Job.txt,paragraph
000000077390.png,0,-,-
000000253880.png,1,metadata/texts\Job.txt,full
000000302033.png,0,-,-
000000388502.png,1,metadata/texts\Dune.txt,sentence
000000431966.png,2,metadata/texts\AOTS.txt,paragraph
000000241869.png,2,metadata/texts\HA.txt,full
000000445807.png,1,metadata/texts\Dune.txt,sentence
000000442257.png,2,metadata/texts\Job.txt,paragraph
000000333833.png,1,metadata/texts\HA.txt,full
000000304029.png,0,-,-
000000374024.png,1,metadata/texts\HA.txt,sentence
000000279851.png,1,metadata/texts\Dune.txt,paragraph
000000220177.png,2,metadata/texts\Quran.txt,full
000000171693.png,0,-,-
000000155246.png,0,-,-
000000406941.png,0,-,-
000000476409.png,2,metadata/texts\Dune.txt,sentence
000000448912.png,1,metadata/texts\Job.txt,paragraph
000000015808.png,0,-,-
000000076667.png,1,metadata/texts\AOTS.txt,full
000000394490.png,1,metadata/texts\Dune.txt,sentence
000000014421.png,1,metadata/texts\Job.txt,paragraph
000000170049.png,0,-,-
000000577549.png,1,metadata/texts\Job.txt,full
000000157925.png,0,-,-
000000554776.png,2,metadata/texts\HA.txt,sentence
000000383825.png,1,metadata/texts\AOTS.txt,paragraph
000000280645.png,1,metadata/texts\Job.txt,full
000000267869.png,0,-,-
000000548290.png,0,-,-
000000255753.png,0,-,-
000000458053.png,0,-,-
000000318399.png,2,metadata/texts\Job.txt,sentence
000000155950.png,1,metadata/texts\Dune.txt,paragraph
000000305513.png,1,metadata/texts\Job.txt,full
000000147083.png,1,metadata/texts\AOTS.txt,sentence
000000008904.png,1,metadata/texts\AOTS.txt,paragraph
000000059628.png,0,-,-
000000294472.png,2,metadata/texts\HA.txt,full
000000330774.png,2,metadata/texts\Quran.txt,sentence
000000570747.png,0,-,-
000000457325.png,1,metadata/texts\HA.txt,paragraph
000000154256.png,0,-,-
000000292721.png,0,-,-
000000025577.png,0,-,-
000000341600.png,0,-,-
000000271854.png,0,-,-
000000057863.png,1,metadata/texts\Dune.txt,full
000000465148.png,0,-,-
000000069104.png,1,metadata/texts\Dune.txt,sentence
000000417920.png,2,metadata/texts\Quran.txt,paragraph
000000262574.png,0,-,-
000000256820.png,1,metadata/texts\AOTS.txt,full
000000565428.png,1,metadata/texts\Quran.txt,sentence
000000168829.png,0,-,-
000000123556.png,0,-,-
000000139013.png,2,metadata/texts\Quran.txt,paragraph
000000468694.png,0,-,-
000000224877.png,0,-,-
000000490163.png,0,-,-
000000535785.png,2,metadata/texts\AOTS.txt,full
000000413886.png,2,metadata/texts\Dune.txt,sentence
000000028677.png,2,metadata/texts\AOTS.txt,paragraph
000000395465.png,1,metadata/texts\Dune.txt,full
000000149971.png,2,metadata/texts\Dune.txt,sentence
000000211432.png,2,metadata/texts\AOTS.txt,paragraph
000000458805.png,2,metadata/texts\Quran.txt,full
000000084381.png,2,metadata/texts\HA.txt,sentence
000000419616.png,0,-,-
000000067970.png,1,metadata/texts\HA.txt,paragraph
000000396938.png,0,-,-
000000086387.png,1,metadata/texts\HA.txt,full
000000467569.png,1,metadata/texts\Dune.txt,sentence
000000168240.png,2,metadata/texts\HA.txt,paragraph
000000406400.png,2,metadata/texts\Dune.txt,full
000000531505.png,1,metadata/texts\Dune.txt,sentence
000000176990.png,0,-,-
000000218675.png,2,metadata/texts\AOTS.txt,paragraph
000000083590.png,0,-,-
000000327975.png,0,-,-
000000026806.png,1,metadata/texts\Dune.txt,full
000000329426.png,1,metadata/texts\Quran.txt,sentence
000000575716.png,1,metadata/texts\HA.txt,paragraph
000000282112.png,2,metadata/texts\Quran.txt,full
000000148256.png,0,-,-
000000517241.png,1,metadata/texts\HA.txt,sentence
000000572887.png,2,metadata/texts\HA.txt,paragraph
000000530257.png,1,metadata/texts\Job.txt,full
000000117451.png,2,metadata/texts\AOTS.txt,sentence
000000455686.png,2,metadata/texts\Quran.txt,paragraph
000000162751.png,1,metadata/texts\AOTS.txt,full
000000065597.png,1,metadata/texts\Dune.txt,sentence
000000051809.png,2,metadata/texts\Job.txt,paragraph
000000401891.png,0,-,-
000000018569.png,0,-,-
000000075820.png,1,metadata/texts\Dune.txt,full
000000341890.png,0,-,-
000000252152.png,2,metadata/texts\AOTS.txt,sentence
000000468135.png,2,metadata/texts\Job.txt,paragraph
000000441970.png,1,metadata/texts\Dune.txt,full
000000402482.png,2,metadata/texts\Quran.txt,sentence
000000510432.png,2,metadata/texts\Dune.txt,paragraph
000000006923.png,2,metadata/texts\AOTS.txt,full
000000070760.png,1,metadata/texts\AOTS.txt,sentence
000000494457.png,0,-,-
000000518812.png,2,metadata/texts\Job.txt,paragraph
000000264248.png,2,metadata/texts\AOTS.txt,full
000000551415.png,1,metadata/texts\Quran.txt,sentence
000000007843.png,2,metadata/texts\Job.txt,paragraph
000000303416.png,2,metadata/texts\AOTS.txt,full
000000550083.png,1,metadata/texts\Dune.txt,sentence
000000306340.png,0,-,-
000000555310.png,1,metadata/texts\Quran.txt,paragraph
000000519412.png,0,-,-
000000358417.png,2,metadata/texts\Quran.txt,full
000000158496.png,1,metadata/texts\AOTS.txt,sentence
000000077658.png,2,metadata/texts\Job.txt,paragraph
000000429912.png,0,-,-
000000262209.png,1,metadata/texts\AOTS.txt,full
000000463831.png,1,metadata/texts\Quran.txt,sentence
000000085533.png,1,metadata/texts\HA.txt,paragraph
000000269729.png,1,metadata/texts\Job.txt,full
000000482547.png,2,metadata/texts\Quran.txt,sentence
000000495950.png,0,-,-
000000004001.png,2,metadata/texts\Dune.txt,paragraph
000000269565.png,2,metadata/texts\HA.txt,full
000000529440.png,2,metadata/texts\Quran.txt,sentence
000000003191.png,2,metadata/texts\HA.txt,paragraph
000000166672.png,0,-,-
000000507944.png,1,metadata/texts\AOTS.txt,full
000000060969.png,2,metadata/texts\AOTS.txt,sentence
000000225254.png,0,-,-
000000095074.png,2,metadata/texts\Job.txt,paragraph
000000436789.png,2,metadata/texts\Job.txt,full
000000064459.png,1,metadata/texts\Quran.txt,sentence
000000052212.png,0,-,-
000000560027.png,1,metadata/texts\HA.txt,paragraph
000000399812.png,0,-,-
000000132852.png,1,metadata/texts\HA.txt,full
000000041109.png,2,metadata/texts\Dune.txt,sentence
000000162671.png,2,metadata/texts\Job.txt,paragraph
000000292479.png,2,metadata/texts\Quran.txt,full
000000061644.png,1,metadata/texts\Job.txt,sentence
000000172862.png,1,metadata/texts\Quran.txt,paragraph
000000466418.png,0,-,-
000000549099.png,2,metadata/texts\Dune.txt,full
000000153651.png,2,metadata/texts\Dune.txt,sentence
000000204397.png,1,metadata/texts\AOTS.txt,paragraph
000000050131.png,2,metadata/texts\Quran.txt,full
000000563833.png,1,metadata/texts\AOTS.txt,sentence
000000404295.png,2,metadata/texts\AOTS.txt,paragraph
000000230105.png,2,metadata/texts\Quran.txt,full
000000557428.png,2,metadata/texts\Dune.txt,sentence
000000576585.png,2,metadata/texts\Quran.txt,paragraph
000000282223.png,0,-,-
000000184503.png,2,metadata/texts\Job.txt,full
000000408637.png,1,metadata/texts\AOTS.txt,sentence
000000447599.png,1,metadata/texts\HA.txt,paragraph
000000489625.png,1,metadata/texts\AOTS.txt,full
000000565731.png,2,metadata/texts\HA.txt,sentence
000000253594.png,1,metadata/texts\HA.txt,paragraph
000000559066.png,0,-,-
000000507415.png,0,-,-
000000514835.png,0,-,-
000000071111.png,2,metadata/texts\Dune.txt,full
000000576745.png,0,-,-
000000047712.png,1,metadata/texts\HA.txt,sentence
000000424221.png,2,metadata/texts\HA.txt,paragraph
000000528734.png,0,-,-
000000415644.png,1,metadata/texts\HA.txt,full
000000471054.png,0,-,-
000000499387.png,1,metadata/texts\Quran.txt,sentence
000000258801.png,1,metadata/texts\HA.txt,paragraph
000000046781.png,2,metadata/texts\Quran.txt,full
000000212614.png,2,metadata/texts\Quran.txt,sentence
000000407087.png,0,-,-
000000150468.png,0,-,-
000000194648.png,0,-,-
000000197076.png,0,-,-
000000464121.png,1,metadata/texts\Job.txt,paragraph
000000192201.png,1,metadata/texts\Quran.txt,full
000000413483.png,1,metadata/texts\AOTS.txt,sentence
000000382773.png,0,-,-
000000036302.png,0,-,-
000000171865.png,2,metadata/texts\Quran.txt,paragraph
000000249168.png,2,metadata/texts\Quran.txt,full
000000577335.png,1,metadata/texts\HA.txt,sentence
000000140820.png,0,-,-
000000198334.png,0,-,-
000000427289.png,0,-,-
000000168132.png,0,-,-
000000480086.png,2,metadata/texts\AOTS.txt,paragraph
000000225821.png,2,metadata/texts\AOTS.txt,full
000000452559.png,1,metadata/texts\HA.txt,sentence
000000242842.png,2,metadata/texts\Job.txt,paragraph
000000318866.png,1,metadata/texts\HA.txt,full
000000346064.png,1,metadata/texts\Dune.txt,sentence
000000322310.png,2,metadata/texts\Dune.txt,paragraph
000000430313.png,1,metadata/texts\HA.txt,full
000000496114.png,0,-,-
000000081349.png,0,-,-
000000460793.png,2,metadata/texts\Job.txt,sentence
000000456808.png,1,metadata/texts\Job.txt,paragraph
000000069769.png,2,metadata/texts\Quran.txt,full
000000299763.png,2,metadata/texts\Job.txt,sentence
000000122363.png,0,-,-
000000345050.png,1,metadata/texts\HA.txt,paragraph
000000100257.png,0,-,-
000000245352.png,1,metadata/texts\Job.txt,full
000000498624.png,2,metadata/texts\Job.txt,sentence
000000272202.png,2,metadata/texts\Dune.txt,paragraph
000000360621.png,2,metadata/texts\Dune.txt,full
000000008447.png,1,metadata/texts\Quran.txt,sentence
000000542686.png,0,-,-
000000252872.png,1,metadata/texts\Quran.txt,paragraph
000000086586.png,2,metadata/texts\HA.txt,full
000000228453.png,0,-,-
000000461038.png,2,metadata/texts\Dune.txt,sentence
000000127345.png,2,metadata/texts\HA.txt,paragraph
000000363320.png,2,metadata/texts\Job.txt,full
000000332865.png,0,-,-
000000130857.png,2,metadata/texts\HA.txt,sentence
000000326234.png,1,metadata/texts\Dune.txt,paragraph
000000560887.png,1,metadata/texts\Quran.txt,full
000000074994.png,2,metadata/texts\Job.txt,sentence
000000101345.png,1,metadata/texts\AOTS.txt,paragraph
000000429004.png,0,-,-
000000000970.png,0,-,-
000000202613.png,2,metadata/texts\AOTS.txt,full
000000013601.png,2,metadata/texts\Quran.txt,sentence
000000394086.png,2,metadata/texts\Dune.txt,paragraph
000000567160.png,0,-,-
000000031008.png,0,-,-
000000186359.png,2,metadata/texts\Quran.txt,full
000000503280.png,2,metadata/texts\AOTS.txt,sentence
000000006772.png,0,-,-
000000169518.png,2,metadata/texts\HA.txt,paragraph
000000025726.png,1,metadata/texts\Job.txt,full
000000448769.png,1,metadata/texts\Dune.txt,sentence
000000486331.png,0,-,-
000000120413.png,1,metadata/texts\Dune.txt,paragraph
000000489508.png,1,metadata/texts\AOTS.txt,full
000000268975.png,1,metadata/texts\AOTS.txt,sentence
000000091964.png,1,metadata/texts\Job.txt,paragraph
000000293521.png,2,metadata/texts\Dune.txt,full
000000291496.png,1,metadata/texts\Job.txt,sentence
000000458497.png,2,metadata/texts\Job.txt,paragraph
000000071494.png,2,metadata/texts\Job.txt,full
000000063591.png,0,-,-
000000037524.png,1,metadata/texts\HA.txt,sentence
000000338782.png,1,metadata/texts\Dune.txt,paragraph
000000375712.png,0,-,-
000000286602.png,2,metadata/texts\Quran.txt,full
000000380563.png,0,-,-
000000044731.png,0,-,-
000000515671.png,2,metadata/texts\Job.txt,sentence
000000023979.png,0,-,-
000000085405.png,1,metadata/texts\Job.txt,paragraph
000000382481.png,1,metadata/texts\Job.txt,full
000000344111.png,1,metadata/texts\Dune.txt,sentence
000000509670.png,1,metadata/texts\HA.txt,paragraph
000000034323.png,2,metadata/texts\Job.txt,full
000000098108.png,2,metadata/texts\Job.txt,sentence
000000479114.png,2,metadata/texts\AOTS.txt,paragraph
000000023559.png,2,metadata/texts\Job.txt,full
000000459818.png,1,metadata/texts\Job.txt,sentence
000000117052.png,0,-,-
000000012402.png,1,metadata/texts\HA.txt,paragraph
000000338286.png,1,metadata/texts\Quran.txt,full
000000376928.png,2,metadata/texts\Dune.txt,sentence
000000547642.png,1,metadata/texts\HA.txt,paragraph
000000425215.png,0,-,-
000000447454.png,0,-,-
000000544907.png,0,-,-
000000201802.png,2,metadata/texts\Quran.txt,full
000000403426.png,0,-,-
000000184704.png,2,metadata/texts\Dune.txt,sentence
000000256555.png,0,-,-
000000267503.png,0,-,-
000000317708.png,1,metadata/texts\HA.txt,paragraph
000000270312.png,0,-,-
000000076279.png,2,metadata/texts\Quran.txt,full
000000152043.png,1,metadata/texts\Quran.txt,sentence
000000373002.png,2,metadata/texts\Quran.txt,paragraph
000000513412.png,2,metadata/texts\Quran.txt,full
000000355322.png,0,-,-
000000087300.png,1,metadata/texts\HA.txt,sentence
000000309251.png,2,metadata/texts\Dune.txt,paragraph
000000458947.png,2,metadata/texts\Dune.txt,full
000000235798.png,0,-,-
000000144698.png,2,metadata/texts\HA.txt,sentence
000000251308.png,1,metadata/texts\Job.txt,paragraph
000000550384.png,1,metadata/texts\Dune.txt,full
000000279285.png,1,metadata/texts\Dune.txt,sentence
000000506086.png,2,metadata/texts\Quran.txt,paragraph
000000520496.png,0,-,-
000000095838.png,1,metadata/texts\AOTS.txt,full
000000301021.png,0,-,-
000000337504.png,1,metadata/texts\Quran.txt,sentence
000000067480.png,2,metadata/texts\Job.txt,paragraph
000000565824.png,1,metadata/texts\Quran.txt,full
000000098759.png,0,-,-
000000455503.png,0,-,-
000000241298.png,2,metadata/texts\HA.txt,sentence
000000049950.png,2,metadata/texts\Dune.txt,paragraph
000000505228.png,0,-,-
000000483713.png,0,-,-
000000250059.png,1,metadata/texts\Quran.txt,full
000000122524.png,0,-,-
000000210948.png,1,metadata/texts\HA.txt,sentence
000000216553.png,0,-,-
000000493098.png,0,-,-
000000302226.png,2,metadata/texts\Dune.txt,paragraph
000000234188.png,2,metadata/texts\HA.txt,full
000000489096.png,0,-,-
000000483277.png,0,-,-
000000335381.png,1,metadata/texts\Dune.txt,sentence
000000067345.png,0,-,-
000000277087.png,2,metadata/texts\HA.txt,paragraph
000000074878.png,2,metadata/texts\HA.txt,full
000000461618.png,1,metadata/texts\Quran.txt,sentence
000000181575.png,0,-,-
000000569068.png,1,metadata/texts\HA.txt,paragraph
000000150708.png,0,-,-
000000565228.png,2,metadata/texts\HA.txt,full
000000001357.png,1,metadata/texts\HA.txt,sentence
000000423597.png,2,metadata/texts\Quran.txt,paragraph
000000323782.png,1,metadata/texts\AOTS.txt,full
000000191670.png,0,-,-
000000425857.png,0,-,-
000000049492.png,1,metadata/texts\AOTS.txt,sentence
000000190429.png,1,metadata/texts\AOTS.txt,paragraph
000000476030.png,0,-,-
000000362277.png,2,metadata/texts\Job.txt,full
000000471922.png,2,metadata/texts\AOTS.txt,sentence
000000490367.png,0,-,-
000000174953.png,2,metadata/texts\AOTS.txt,paragraph
000000287462.png,1,metadata/texts\Quran.txt,full
000000279039.png,2,metadata/texts\HA.txt,sentence
000000568719.png,1,metadata/texts\Job.txt,paragraph
000000268747.png,0,-,-
000000287247.png,1,metadata/texts\Quran.txt,full
000000098540.png,0,-,-
000000047484.png,0,-,-
000000246546.png,2,metadata/texts\Job.txt,sentence
000000477000.png,2,metadata/texts\HA.txt,paragraph
000000268840.png,0,-,-
000000342443.png,1,metadata/texts\Dune.txt,full
000000469547.png,0,-,-
000000198410.png,1,metadata/texts\HA.txt,sentence
000000035072.png,1,metadata/texts\Quran.txt,paragraph
000000349224.png,0,-,-
000000042053.png,0,-,-
000000032216.png,0,-,-
000000283998.png,2,metadata/texts\Quran.txt,full
000000426913.png,2,metadata/texts\Job.txt,sentence
000000383016.png,2,metadata/texts\Quran.txt,paragraph
000000184767.png,1,metadata/texts\Quran.txt,full
000000294748.png,2,metadata/texts\Dune.txt,sentence
000000088712.png,1,metadata/texts\AOTS.txt,paragraph
000000411098.png,2,metadata/texts\AOTS.txt,full
000000154999.png,2,metadata/texts\Quran.txt,sentence
000000200433.png,0,-,-
000000334237.png,0,-,-
000000550803.png,0,-,-
000000042232.png,1,metadata/texts\Dune.txt,paragraph
000000229983.png,1,metadata/texts\Job.txt,full
000000179081.png,2,metadata/texts\Dune.txt,sentence
000000076512.png,0,-,-
000000209883.png,0,-,-
000000127804.png,1,metadata/texts\Job.txt,paragraph
000000098638.png,1,metadata/texts\Dune.txt,full
000000036184.png,0,-,-
000000183818.png,1,metadata/texts\Dune.txt,sentence
000000541389.png,0,-,-
000000019362.png,0,-,-
000000227834.png,2,metadata/texts\Quran.txt,paragraph
000000425745.png,1,metadata/texts\Job.txt,full
000000071627.png,1,metadata/texts\Quran.txt,sentence
000000488025.png,2,metadata/texts\Quran.txt,paragraph
000000360429.png,0,-,-
000000359728.png,0,-,-
000000235194.png,0,-,-
000000561915.png,2,metadata/texts\HA.txt,full
000000335990.png,0,-,-
000000409343.png,1,metadata/texts\HA.txt,sentence
000000461253.png,1,metadata/texts\Quran.txt,paragraph
000000263736.png,2,metadata/texts\AOTS.txt,full
000000404888.png,1,metadata/texts\HA.txt,sentence
000000002340.png,1,metadata/texts\AOTS.txt,paragraph
000000044134.png,1,metadata/texts\Dune.txt,full
000000144922.png,2,metadata/texts\Dune.txt,sentence
000000163223.png,1,metadata/texts\HA.txt,paragraph
000000164884.png,0,-,-
000000249889.png,1,metadata/texts\Quran.txt,full
000000307657.png,0,-,-
000000281145.png,1,metadata/texts\AOTS.txt,sentence
000000259220.png,0,-,-
000000556347.png,0,-,-
000000552767.png,2,metadata/texts\AOTS.txt,paragraph
000000243546.png,0,-,-
000000466310.png,2,metadata/texts\AOTS.txt,full
000000508654.png,0,-,-
000000139265.png,0,-,-
000000376425.png,1,metadata/texts\Job.txt,sentence
000000247118.png,1,metadata/texts\Job.txt,paragraph
000000438098.png,0,-,-
000000457080.png,0,-,-
000000359035.png,2,metadata/texts\Job.txt,full
000000425095.png,2,metadata/texts\Dune.txt,sentence
000000272887.png,1,metadata/texts\HA.txt,paragraph
000000409663.png,0,-,-
000000431749.png,1,metadata/texts\AOTS.txt,full
000000312073.png,2,metadata/texts\Dune.txt,sentence
000000420949.png,2,metadata/texts\AOTS.txt,paragraph
000000414708.png,0,-,-
000000343772.png,0,-,-
000000199287.png,0,-,-
000000077530.png,2,metadata/texts\HA.txt,full
000000028302.png,1,metadata/texts\AOTS.txt,sentence
000000384581.png,2,metadata/texts\Dune.txt,paragraph
000000467989.png,2,metadata/texts\Job.txt,full
000000229475.png,0,-,-
000000288077.png,2,metadata/texts\AOTS.txt,sentence
000000534819.png,1,metadata/texts\Dune.txt,paragraph
000000163805.png,2,metadata/texts\Dune.txt,full
000000355089.png,0,-,-
000000221101.png,1,metadata/texts\AOTS.txt,sentence
000000564834.png,2,metadata/texts\Quran.txt,paragraph
000000233616.png,1,metadata/texts\Quran.txt,full
000000300541.png,2,metadata/texts\Dune.txt,sentence
000000397646.png,2,metadata/texts\Quran.txt,paragraph
000000324572.png,1,metadata/texts\AOTS.txt,full
000000568320.png,2,metadata/texts\HA.txt,sentence
000000327517.png,0,-,-
000000291955.png,1,metadata/texts\Quran.txt,paragraph
000000158078.png,2,metadata/texts\HA.txt,full
000000046064.png,1,metadata/texts\Job.txt,sentence
000000359505.png,2,metadata/texts\Job.txt,paragraph
000000566196.png,1,metadata/texts\HA.txt,full
000000302746.png,1,metadata/texts\Quran.txt,sentence
000000434095.png,0,-,-
000000002076.png,0,-,-
000000369803.png,0,-,-
000000034939.png,2,metadata/texts\Quran.txt,paragraph
000000214722.png,0,-,-
000000513024.png,2,metadata/texts\HA.txt,full
000000474623.png,2,metadata/texts\AOTS.txt,sentence
000000325049.png,0,-,-
000000360003.png,1,metadata/texts\HA.txt,paragraph
000000231957.png,2,metadata/texts\Dune.txt,full
000000489357.png,1,metadata/texts\Quran.txt,sentence
000000456361.png,0,-,-
000000035943.png,1,metadata/texts\HA.txt,paragraph
000000289875.png,1,metadata/texts\HA.txt,full
000000093890.png,2,metadata/texts\AOTS.txt,sentence
000000005921.png,2,metadata/texts\Dune.txt,paragraph
000000496852.png,1,metadata/texts\Job.txt,full
000000197730.png,0,-,-
000000054665.png,1,metadata/texts\HA.txt,sentence
000000017548.png,1,metadata/texts\AOTS.txt,paragraph
000000429272.png,0,-,-
000000376665.png,2,metadata/texts\Dune.txt,full
000000162548.png,1,metadata/texts\Quran.txt,sentence
000000136000.png,0,-,-
000000512003.png,1,metadata/texts\Quran.txt,paragraph
000000446121.png,2,metadata/texts\Job.txt,full
000000466765.png,0,-,-
000000555647.png,1,metadata/texts\Dune.txt,sentence
000000441145.png,2,metadata/texts\AOTS.txt,paragraph
000000321558.png,1,metadata/texts\Job.txt,full
000000469656.png,0,-,-
000000374281.png,0,-,-
000000264876.png,0,-,-
000000253278.png,2,metadata/texts\Job.txt,sentence
000000578272.png,1,metadata/texts\Quran.txt,paragraph
000000030075.png,2,metadata/texts\Job.txt,full
000000225391.png,1,metadata/texts\HA.txt,sentence
000000462169.png,0,-,-
000000487393.png,2,metadata/texts\HA.txt,paragraph
000000547412.png,2,metadata/texts\Dune.txt,full
000000284998.png,0,-,-
000000147759.png,1,metadata/texts\AOTS.txt,sentence
000000437645.png,1,metadata/texts\HA.txt,paragraph
000000225647.png,1,metadata/texts\Job.txt,full
000000178545.png,1,metadata/texts\HA.txt,sentence
000000219913.png,1,metadata/texts\HA.txt,paragraph
000000143985.png,1,metadata/texts\Quran.txt,full
000000024871.png,1,metadata/texts\Quran.txt,sentence
000000428719.png,2,metadata/texts\Quran.txt,paragraph
000000010575.png,2,metadata/texts\Job.txt,full
000000056854.png,0,-,-
000000315747.png,2,metadata/texts\HA.txt,sentence
000000383690.png,1,metadata/texts\Quran.txt,paragraph
000000424777.png,1,metadata/texts\HA.txt,full
000000417821.png,1,metadata/texts\AOTS.txt,sentence
000000205490.png,1,metadata/texts\Quran.txt,paragraph
000000308820.png,1,metadata/texts\Job.txt,full
000000283574.png,0,-,-
000000568038.png,1,metadata/texts\Dune.txt,sentence
000000137581.png,1,metadata/texts\AOTS.txt,paragraph
000000537703.png,0,-,-
000000223508.png,0,-,-
000000497861.png,1,metadata/texts\Job.txt,full
000000120931.png,1,metadata/texts\AOTS.txt,sentence
000000447285.png,2,metadata/texts\HA.txt,paragraph
000000320638.png,0,-,-
000000149459.png,1,metadata/texts\HA.txt,full
000000362850.png,0,-,-
000000085985.png,2,metadata/texts\HA.txt,sentence
000000308717.png,1,metadata/texts\Dune.txt,paragraph
000000079278.png,0,-,-
000000111412.png,1,metadata/texts\Dune.txt,full
